shot_id,action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,game_date,opponent
12048,Jump Shot,33.8663,-24,178,-118.2938,4,4,0,2014-15,51,17,0,Center(C),2015/1/13,MIA
18905,Driving Jump shot,33.9833,-13,61,-118.2828,3,1,0,Dec-11,37,6,0,Center(C),2012/1/5,POR
17974,Jump Shot,33.9283,92,116,-118.1778,4,1,0,1996-97,26,14,,Right Side(R),1997/4/11,PHX
30015,Driving Layup Shot,34.0353,17,9,-118.2528,0,3,0,2012-13,4,1,1,Center(C),2012/12/16,PHI
2285,Jump Shot,34.0673,100,-23,-118.1698,11,3,0,May-04,19,10,0,Right Side(R),2004/12/17,WAS
3095,Jump Shot,33.8813,-65,163,-118.3348,8,3,0,Feb-01,10,17,0,Left Side Center(LC),2001/11/16,PHX
1678,Reverse Slam Dunk Shot,34.0433,0,1,-118.2698,7,1,0,2014-15,21,0,1,Center(C),2014/10/31,LAC
2115,Jump Shot,33.7833,-8,261,-118.2778,3,3,0,Nov-10,32,26,0,Center(C),2010/11/28,IND
28926,Jump Shot,34.0083,-136,36,-118.4058,7,1,0,Nov-10,34,14,,Left Side(L),2011/2/14,CHA
18658,Driving Layup Shot,34.0443,0,0,-118.2698,10,3,0,Mar-02,43,0,1,Center(C),2003/2/28,SEA
28520,Jump Shot,33.8883,-201,156,-118.4708,10,3,0,Dec-11,7,25,0,Left Side Center(LC),2012/2/3,DEN
21578,Fadeaway Jump Shot,33.9343,-103,110,-118.3728,3,3,0,Jul-06,56,15,1,Left Side(L),2007/3/9,PHI
25067,Fadeaway Jump Shot,34.0243,136,20,-118.1338,2,4,1,Nov-10,26,13,0,Right Side(R),2011/4/22,NOH
11293,Jump Shot,33.8303,-141,214,-118.4108,8,1,0,Mar-02,28,25,,Left Side Center(LC),2003/1/20,LAC
5042,Jump Shot,33.9103,-96,134,-118.3658,0,3,0,1999-00,55,16,1,Left Side Center(LC),1999/12/16,ATL
3564,Jump Shot,33.9103,133,134,-118.1368,11,2,0,Oct-09,34,18,0,Right Side Center(RC),2010/2/3,CHA
20371,Driving Layup Shot,34.0443,0,0,-118.2698,2,2,0,Apr-03,39,0,0,Center(C),2004/1/6,MIN
9955,Fadeaway Jump Shot,33.9583,124,86,-118.1458,10,3,0,Oct-09,42,15,1,Right Side(R),2010/3/31,ATL
21656,Jump Shot,33.8023,-104,242,-118.3738,9,4,0,1999-00,27,26,,Left Side Center(LC),2000/2/7,DEN
6313,Jump Shot,34.0323,-35,12,-118.3048,2,3,0,Nov-10,55,3,0,Center(C),2010/10/31,GSW
12104,Jump Shot,34.0403,233,4,-118.0368,5,3,1,Feb-01,21,23,1,Right Side(R),2002/6/2,SAC
12005,Jump Shot,33.8633,171,181,-118.0988,8,4,0,1999-00,29,24,0,Right Side Center(RC),2000/3/19,NYK
17041,Jump Shot,33.8033,-101,241,-118.3708,0,1,0,2014-15,48,26,0,Left Side Center(LC),2014/12/3,WAS
10384,Jump Shot,34.0443,100,0,-118.1698,5,1,0,Oct-09,28,10,0,Right Side(R),2009/11/15,HOU
6685,Jump Shot,33.8583,85,186,-118.1848,11,1,0,1999-00,40,20,,Right Side Center(RC),2000/1/15,MIN
27315,Jump Shot,33.9853,-12,59,-118.2818,9,4,0,Apr-03,10,6,0,Center(C),2003/11/6,SAS
8187,Jump Shot,34.0393,158,5,-118.1118,7,1,0,1998-99,32,15,0,Right Side(R),1999/2/22,DEN
25298,Jump Shot,33.8663,-123,178,-118.3928,8,1,0,Dec-11,30,21,0,Left Side Center(LC),2012/1/14,LAC
27429,Turnaround Jump Shot,33.9583,33,86,-118.2368,3,1,1,Jul-06,29,9,1,Center(C),2007/4/22,PHX
11632,Driving Layup Shot,34.0383,-11,6,-118.2808,10,4,0,Dec-11,42,1,,Center(C),2012/2/10,NYK
29630,Jump Shot,34.0533,199,-9,-118.0708,8,1,0,May-04,1,19,1,Right Side(R),2005/3/14,WAS
2485,Tip Shot,34.0443,0,0,-118.2698,10,3,1,Apr-03,31,0,1,Center(C),2004/5/27,MIN
13035,Jump Shot,33.8583,159,186,-118.1108,2,4,0,May-04,6,24,,Right Side Center(RC),2005/2/23,POR
26829,Jump Shot,33.9923,29,52,-118.2408,5,3,0,Dec-11,3,5,1,Center(C),2012/3/9,MIN
20629,Jump Shot,33.8653,193,179,-118.0768,11,1,0,Sep-08,46,26,,Right Side Center(RC),2008/12/2,IND
7206,Jump Shot,34.0533,232,-9,-118.0378,4,2,1,Apr-03,17,23,0,Right Side(R),2004/5/9,SAS
5968,Jump Shot,33.8503,158,194,-118.1118,5,2,0,Apr-03,34,25,0,Right Side Center(RC),2003/12/28,BOS
26341,Jump Shot,34.0503,161,-6,-118.1088,10,4,0,Feb-01,10,16,,Right Side(R),2002/3/6,UTA
17337,Layup Shot,34.0443,0,0,-118.2698,7,1,0,Sep-08,28,0,1,Center(C),2009/2/10,OKC
28996,Jump Shot,33.9173,-136,127,-118.4058,4,4,0,Sep-08,33,18,0,Left Side Center(LC),2009/4/5,LAC
27138,Floating Jump shot,34.0003,77,44,-118.1928,5,1,0,Nov-10,12,8,1,Right Side(R),2010/11/5,TOR
3410,Fadeaway Jump Shot,33.9843,64,60,-118.2058,3,1,0,Nov-10,57,8,1,Right Side(R),2010/12/8,LAC
9911,Jump Shot,33.9623,-191,82,-118.4608,11,3,0,Mar-02,13,20,0,Left Side(L),2003/2/6,NYK
28675,Jump Shot,34.0193,206,25,-118.0638,1,1,0,2012-13,29,20,0,Right Side(R),2013/2/25,DEN
7193,Driving Layup Shot,34.0443,0,0,-118.2698,7,1,0,Mar-02,37,0,0,Center(C),2002/12/13,NOH
26580,Jump Shot,33.9033,138,141,-118.1318,7,1,1,1999-00,16,19,1,Right Side Center(RC),2000/5/14,PHX
1160,Jump Shot,33.8383,-161,206,-118.4308,5,2,0,Dec-11,23,26,0,Left Side Center(LC),2012/1/3,HOU
24274,Jump Shot,33.9883,199,56,-118.0708,9,3,0,Apr-03,49,20,1,Right Side(R),2003/12/9,NYK
26051,Driving Layup Shot,34.0303,-53,14,-118.3228,5,2,1,1999-00,15,5,0,Center(C),2000/5/2,SAC
14675,Slam Dunk Shot,34.0443,0,0,-118.2698,3,1,1,Mar-02,34,0,1,Center(C),2003/4/27,MIN
9025,Layup Shot,34.0333,7,11,-118.2628,9,3,0,2012-13,55,1,1,Center(C),2012/12/28,POR
15186,Jump Shot,33.7943,-21,250,-118.2908,4,1,0,1997-98,4,25,0,Center(C),1997/12/22,HOU
19865,Jump Shot,33.8713,-131,173,-118.4008,1,4,1,Oct-09,21,21,0,Left Side Center(LC),2010/5/4,UTA
7954,Jump Shot,33.8713,117,173,-118.1528,10,1,0,Mar-02,42,20,0,Right Side Center(RC),2003/1/7,SEA
27807,Jump Shot,34.0773,230,-33,-118.0398,0,3,0,2012-13,38,23,0,Right Side(R),2012/12/16,PHI
8119,Jump Shot,34.0023,185,42,-118.0848,1,2,0,2012-13,53,18,0,Right Side(R),2013/2/24,DAL
14121,Jump Shot,33.9393,15,105,-118.2548,9,1,0,Jun-05,27,10,0,Center(C),2005/11/24,SEA
19798,Jump Shot,33.9063,-10,138,-118.2798,5,2,0,1996-97,27,13,1,Center(C),1996/11/6,CHA
21817,Slam Dunk Shot,34.0443,0,0,-118.2698,0,2,0,May-04,17,0,1,Center(C),2004/11/21,CHI
17531,Jump Shot,33.7973,28,247,-118.2418,9,1,0,Jan-00,3,24,0,Center(C),2000/11/19,CHI
13949,Jump Shot,33.9893,-163,55,-118.4328,6,4,0,Sep-08,31,17,1,Left Side(L),2009/2/24,OKC
18322,Jump Shot,33.8553,-107,189,-118.3768,11,1,0,Apr-03,41,21,1,Left Side Center(LC),2004/3/24,SAC
12077,Running Jump Shot,33.9783,1,66,-118.2688,0,2,0,Aug-07,0,6,0,Center(C),2008/1/13,MEM
11180,Jump Shot,34.0563,162,-12,-118.1078,2,4,0,1997-98,44,16,,Right Side(R),1998/2/22,ORL
22667,Jump Shot,33.8633,96,181,-118.1738,8,3,0,1999-00,23,20,1,Right Side Center(RC),2000/2/20,PHI
5915,Jump Shot,33.8883,94,156,-118.1758,3,4,0,Jun-05,22,18,0,Right Side Center(RC),2006/1/19,SAC
16841,Jump Shot,33.9913,190,53,-118.0798,7,1,0,1998-99,49,19,1,Right Side(R),1999/4/24,SAS
29955,Alley Oop Dunk Shot,34.0443,0,0,-118.2698,3,1,0,Jan-00,26,0,,Center(C),2001/4/10,PHX
5398,Jump Shot,34.0413,-130,3,-118.3998,7,1,0,Oct-09,13,13,0,Left Side(L),2010/4/2,UTA
22710,Jump Shot,33.8633,174,181,-118.0958,9,1,1,Sep-08,36,25,1,Right Side Center(RC),2009/5/8,HOU
26436,Fadeaway Jump Shot,34.0433,122,1,-118.1478,2,1,0,Oct-09,53,12,0,Right Side(R),2010/1/6,LAC
16481,Jump Shot,33.8293,0,215,-118.2698,6,2,0,Jun-05,47,21,,Center(C),2006/3/30,SAS
3131,Jump Shot,33.9083,93,136,-118.1768,10,4,0,1997-98,4,16,,Right Side Center(RC),1998/1/7,MIL
8016,Jump Shot,33.9733,-107,71,-118.3768,4,2,0,Aug-07,21,12,0,Left Side(L),2008/2/13,MIN
6781,Jump Shot,34.0493,136,-5,-118.1338,10,3,0,1999-00,53,13,0,Right Side(R),2000/2/9,MIN
12124,Jump Shot,33.8243,116,220,-118.1538,3,5,0,Dec-11,22,24,1,Right Side Center(RC),2012/1/11,UTA
6619,Cutting Finger Roll Layup Shot,34.0373,-24,7,-118.2938,9,3,0,2015-16,51,2,,Center(C),2016/3/6,GSW
2628,Jump Shot,33.9733,232,71,-118.0378,5,1,0,Jun-05,43,24,,Right Side(R),2005/12/12,DAL
10560,Fadeaway Jump Shot,33.8913,95,153,-118.1748,8,3,1,Oct-09,33,18,1,Right Side Center(RC),2010/6/8,BOS
2240,Driving Layup Shot,34.0443,0,0,-118.2698,2,1,1,Oct-09,39,0,0,Center(C),2010/4/20,OKC
545,Jump Shot,33.9753,80,69,-118.1898,1,3,0,2012-13,57,10,0,Right Side(R),2013/3/30,SAC
9400,Jump Shot,33.8883,127,156,-118.1428,9,1,0,Sep-08,55,20,1,Right Side Center(RC),2009/2/2,NYK
11220,Layup Shot,34.0443,0,0,-118.2698,8,3,0,1997-98,11,0,0,Center(C),1998/3/31,TOR
13940,Turnaround Fadeaway shot,34.0453,146,-1,-118.1238,9,1,0,2015-16,25,14,0,Right Side(R),2015/11/15,DET
2390,Jump Shot,33.7873,49,257,-118.2208,0,1,0,Jul-06,58,26,0,Center(C),2007/1/7,DAL
4262,Jump Shot,33.8393,-147,205,-118.4168,1,2,0,Sep-08,36,25,,Left Side Center(LC),2008/12/22,MEM
25920,Jump Shot,33.8583,115,186,-118.1548,5,3,0,Jan-00,12,21,1,Right Side Center(RC),2001/2/28,DEN
15904,Dunk Shot,34.0443,0,0,-118.2698,4,3,0,Oct-09,14,0,1,Center(C),2010/2/1,MEM
22550,Pullup Jump shot,33.8463,-150,198,-118.4198,5,1,0,2015-16,31,24,,Left Side Center(LC),2016/2/2,MIN
10584,Finger Roll Layup Shot,34.0223,-8,22,-118.2778,7,3,1,Dec-11,22,2,1,Center(C),2012/5/12,DEN
13580,Turnaround Fadeaway shot,33.9963,-134,48,-118.4038,6,2,0,Dec-11,47,14,0,Left Side(L),2012/1/5,POR
20273,Jump Shot,33.8153,90,229,-118.1798,0,3,0,Jun-05,56,24,0,Right Side Center(RC),2005/11/29,SAS
1055,Jump Shot,34.0213,-235,23,-118.5048,0,1,0,1996-97,49,23,1,Left Side(L),1997/2/13,DEN
23694,Turnaround Jump Shot,33.9243,54,120,-118.2158,8,4,0,May-04,46,13,1,Center(C),2005/3/10,DAL
5592,Turnaround Jump Shot,34.0473,151,-3,-118.1188,7,4,0,Aug-07,43,15,1,Right Side(R),2007/12/16,LAC
26249,Jump Shot,33.8343,161,210,-118.1088,2,2,0,Aug-07,31,26,0,Right Side Center(RC),2007/12/28,UTA
24773,Jump Shot,33.8503,170,194,-118.0998,3,6,0,Oct-09,26,25,1,Right Side Center(RC),2009/12/26,SAC
30475,Jump Shot,33.8703,126,174,-118.1438,8,1,0,Jul-06,56,21,1,Right Side Center(RC),2006/11/12,MEM
4269,Driving Layup Shot,34.0443,0,0,-118.2698,3,2,0,May-04,15,0,1,Center(C),2005/3/31,MIN
22662,Fadeaway Jump Shot,34.0293,138,15,-118.1318,10,3,1,Apr-03,1,13,0,Right Side(R),2004/5/5,SAS
21097,Layup Shot,34.0443,0,0,-118.2698,2,4,0,Jan-00,26,0,0,Center(C),2001/3/15,DET
29042,Reverse Layup Shot,34.0443,0,0,-118.2698,9,4,1,Jul-06,57,0,,Center(C),2007/4/29,PHX
24425,Slam Dunk Shot,34.0393,-8,5,-118.2778,5,2,0,1997-98,27,0,1,Center(C),1997/11/26,BOS
25648,Fadeaway Jump Shot,33.9293,31,115,-118.2388,1,4,0,Dec-11,59,11,1,Center(C),2012/1/10,PHX
30141,Jump Shot,33.9663,142,78,-118.1278,6,4,1,Feb-01,42,16,0,Right Side(R),2002/5/28,SAC
4536,Layup Shot,34.0323,20,12,-118.2498,2,2,0,Jun-05,21,2,1,Center(C),2006/1/14,GSW
10547,Jump Shot,34.0143,-177,30,-118.4468,3,4,0,Sep-08,53,17,0,Left Side(L),2008/11/11,DAL
28297,Jump Shot,33.8583,-169,186,-118.4388,2,1,0,Mar-02,47,25,1,Left Side Center(LC),2002/11/3,POR
12675,Jump Shot,34.0523,-155,-8,-118.4248,3,1,0,Jan-00,49,15,0,Left Side(L),2001/1/30,CLE
2398,Fadeaway Jump Shot,33.9123,-84,132,-118.3538,9,2,0,Oct-09,29,15,1,Left Side(L),2010/3/31,ATL
4185,Jump Shot,33.9383,74,106,-118.1958,9,4,0,1998-99,26,12,0,Right Side(R),1999/3/7,UTA
2577,Jump Shot,33.8903,40,154,-118.2298,1,1,0,Sep-08,38,15,,Center(C),2008/11/25,NJN
2374,Jump Shot,33.8653,-171,179,-118.4408,0,2,0,Oct-09,23,24,1,Left Side Center(LC),2010/3/31,ATL
24538,Jump Shot,33.9623,189,82,-118.0808,9,1,0,Nov-10,2,20,0,Right Side(R),2010/11/26,UTA
27551,Jump Shot,33.8753,-147,169,-118.4168,1,4,0,Feb-01,7,22,0,Left Side Center(LC),2002/3/17,DAL
23644,Jump Shot,34.0103,67,34,-118.2028,8,2,0,2012-13,54,7,,Center(C),2012/11/24,DAL
25344,Pullup Jump shot,33.8953,84,149,-118.1858,7,1,0,2015-16,57,17,0,Right Side Center(RC),2016/3/25,DEN
30131,Turnaround Jump Shot,33.9303,138,114,-118.1318,7,1,1,Jul-06,20,17,1,Right Side Center(RC),2007/4/22,PHX
30356,Jump Shot,33.8713,135,173,-118.1348,0,1,0,Aug-07,37,21,1,Right Side Center(RC),2007/10/30,HOU
14105,Jump Shot,34.0403,242,4,-118.0278,0,1,0,2014-15,0,24,0,Right Side(R),2014/11/12,NOP
11237,Fadeaway Jump Shot,34.0023,-127,42,-118.3968,4,5,0,Dec-11,40,13,0,Left Side(L),2012/2/9,BOS
2516,Jump Shot,33.9703,138,74,-118.1318,7,1,0,Oct-09,43,15,1,Right Side(R),2010/1/5,HOU
4263,Pullup Jump shot,33.8713,-86,173,-118.3558,1,4,0,Nov-10,17,19,1,Left Side Center(LC),2011/3/22,PHX
23345,Jump Shot,34.0083,168,36,-118.1018,3,2,0,Dec-11,38,17,0,Right Side(R),2012/3/16,MIN
21722,Jump Shot,33.9193,-108,125,-118.3778,7,1,1,Aug-07,2,16,0,Left Side Center(LC),2008/5/25,SAS
16800,Jump Shot,33.7953,15,249,-118.2548,7,3,0,Sep-08,37,24,,Center(C),2009/2/4,TOR
15151,Driving Jump shot,34.0113,-26,33,-118.2958,7,4,0,2012-13,3,4,1,Center(C),2012/12/7,OKC
5779,Layup Shot,34.0443,0,0,-118.2698,8,1,1,Oct-09,8,0,0,Center(C),2010/6/17,BOS
20572,Driving Layup Shot,34.0193,-12,25,-118.2818,7,4,0,1998-99,26,2,,Center(C),1999/2/17,DAL
3696,Jump Shot,34.0413,157,3,-118.1128,11,1,0,Oct-09,43,15,0,Right Side(R),2010/1/6,LAC
17095,Turnaround Bank shot,33.9963,-54,48,-118.3238,4,2,0,Sep-08,38,7,0,Center(C),2009/2/10,OKC
28822,Layup Shot,34.0443,0,0,-118.2698,4,4,0,Aug-07,27,0,,Center(C),2007/11/16,DET
29878,Fadeaway Jump Shot,34.0103,91,34,-118.1788,2,2,0,Feb-01,17,9,1,Right Side(R),2002/2/21,CLE
11721,Layup Shot,34.0443,0,0,-118.2698,4,2,0,Sep-08,48,0,1,Center(C),2009/1/30,MIN
4504,Jump Shot,33.9533,-149,91,-118.4188,9,2,0,Feb-01,2,17,0,Left Side(L),2002/2/26,MIL
5874,Jump Shot,33.8203,133,224,-118.1368,1,1,0,Dec-11,1,26,0,Right Side Center(RC),2012/1/10,PHX
27246,Jump Shot,33.7903,111,254,-118.1588,0,1,0,Oct-09,37,27,0,Right Side Center(RC),2010/2/3,CHA
19996,Layup Shot,34.0443,0,0,-118.2698,3,2,1,Jul-06,23,0,,Center(C),2007/4/29,PHX
23861,Jump Shot,33.8023,66,242,-118.2038,2,2,0,Jun-05,4,25,0,Center(C),2006/4/7,PHX
1496,Jump Shot,34.0453,-192,-1,-118.4618,6,3,0,1998-99,47,19,1,Left Side(L),1999/3/10,LAC
29997,Layup Shot,34.0443,0,0,-118.2698,9,1,0,Aug-07,19,0,0,Center(C),2007/10/30,HOU
13961,Alley Oop Dunk Shot,34.0443,0,0,-118.2698,5,3,0,Oct-09,37,0,1,Center(C),2009/11/12,PHX
4092,Jump Shot,33.9173,140,127,-118.1298,0,2,1,Oct-09,29,18,1,Right Side Center(RC),2010/4/20,OKC
24814,Driving Layup Shot,34.0443,0,0,-118.2698,10,2,0,1997-98,31,0,1,Center(C),1997/11/25,MIA
2889,Driving Dunk Shot,34.0443,0,0,-118.2698,5,1,1,Oct-09,59,0,1,Center(C),2010/4/18,OKC
19650,Jump Shot,33.9643,-216,80,-118.4858,9,4,1,1996-97,16,23,1,Left Side(L),1997/5/4,UTA
4929,Jump Shot,34.0033,-75,41,-118.3448,7,1,0,Nov-10,47,8,0,Left Side(L),2011/2/16,CLE
17908,Jump Shot,33.9893,-32,55,-118.3018,2,3,0,2012-13,27,6,0,Center(C),2012/10/30,DAL
17183,Jump Shot,34.0523,140,-8,-118.1298,8,3,1,Sep-08,48,14,0,Right Side(R),2009/4/19,UTA
5207,Jump Shot,33.9263,-134,118,-118.4038,4,4,0,Feb-01,41,17,1,Left Side Center(LC),2001/11/18,SAC
27830,Running Jump Shot,33.9833,-19,61,-118.2888,2,2,0,Dec-11,42,6,,Center(C),2012/3/9,MIN
17791,Driving Layup Shot,34.0443,0,0,-118.2698,3,2,1,Feb-01,7,0,1,Center(C),2002/5/14,SAS
3320,Hook Shot,33.9953,51,49,-118.2188,9,1,0,Jul-06,50,7,0,Center(C),2007/1/12,ORL
3575,Jump Shot,33.9573,163,87,-118.1068,10,1,0,Jul-06,38,18,1,Right Side(R),2006/12/27,ORL
917,Jump Shot,33.9443,70,100,-118.1998,3,3,0,1999-00,38,12,0,Right Side(R),1999/12/17,MIN
16912,Jump Shot,33.8543,-153,190,-118.4228,10,2,0,1996-97,17,24,0,Left Side Center(LC),1997/4/17,SAC
23539,Jump Shot,33.8773,-169,167,-118.4388,9,2,1,Oct-09,6,23,1,Left Side Center(LC),2010/4/24,OKC
26340,Jump Shot,34.0313,-225,13,-118.4948,10,3,0,May-04,14,22,,Left Side(L),2005/1/5,DAL
11137,Jump Shot,33.7833,52,261,-118.2178,0,2,0,Aug-07,0,26,,Center(C),2007/11/4,UTA
9698,Jump Shot,33.9453,-157,99,-118.4268,1,1,0,1996-97,32,18,0,Left Side(L),1997/4/9,UTA
29159,Running Jump Shot,33.9493,-117,95,-118.3868,0,2,0,Apr-03,26,15,0,Left Side(L),2003/12/7,UTA
6265,Reverse Dunk Shot,34.0443,0,0,-118.2698,10,1,0,Jun-05,10,0,1,Center(C),2006/4/2,HOU
26497,Dunk Shot,34.0443,0,0,-118.2698,10,3,0,1998-99,25,0,0,Center(C),1999/3/12,GSW
12420,Jump Shot,33.9863,169,58,-118.1008,9,1,0,Aug-07,30,17,,Right Side(R),2007/12/16,LAC
4020,Jump Shot,34.0583,228,-14,-118.0418,7,4,0,2012-13,58,22,,Right Side(R),2013/1/6,DEN
15457,Driving Slam Dunk Shot,34.0443,0,0,-118.2698,1,2,0,Sep-08,7,0,1,Center(C),2009/2/10,OKC
17159,Jump Shot,33.8263,-147,218,-118.4168,5,4,0,2015-16,32,26,,Left Side Center(LC),2016/2/4,NOP
20946,Jump Shot,33.8373,140,207,-118.1298,0,4,0,Aug-07,32,24,0,Right Side Center(RC),2007/11/23,BOS
18016,Jump Shot,33.7983,-94,246,-118.3638,0,4,0,1997-98,0,26,0,Left Side Center(LC),1998/1/4,PHI
21241,Jump Shot,33.8843,108,160,-118.1618,6,3,1,Jan-00,16,19,,Right Side Center(RC),2001/4/29,POR
6430,Driving Layup Shot,34.0443,0,0,-118.2698,6,2,1,Jul-06,53,0,1,Center(C),2007/4/26,PHX
19373,Finger Roll Shot,34.0293,-43,15,-118.3128,4,3,0,Jun-05,10,4,0,Center(C),2006/1/27,GSW
23024,Jump Shot,33.9093,-67,135,-118.3368,6,2,1,Sep-08,8,15,1,Center(C),2009/4/25,UTA
2751,Jump Shot,33.8243,116,220,-118.1538,0,2,0,2012-13,37,24,0,Right Side Center(RC),2013/1/29,NOH
26316,Slam Dunk Shot,34.0443,0,0,-118.2698,0,1,0,Jan-00,10,0,1,Center(C),2000/12/22,DAL
26287,Pullup Jump shot,33.8023,97,242,-118.1728,4,4,0,2012-13,46,26,1,Right Side Center(RC),2013/3/6,NOH
24922,Jump Shot,33.9783,176,66,-118.0938,9,1,0,Jun-05,1,18,0,Right Side(R),2006/4/6,DEN
16451,Jump Shot,33.7923,-71,252,-118.3408,3,4,0,Jun-05,23,26,0,Center(C),2006/3/30,SAS
22921,Jump Shot,33.9223,75,122,-118.1948,5,1,0,Jun-05,32,14,1,Right Side(R),2005/11/6,DEN
21218,Dunk Shot,34.0383,7,6,-118.2628,10,3,0,2012-13,28,0,1,Center(C),2013/2/3,DET
599,Jump Shot,33.8343,-126,210,-118.3958,10,2,0,Mar-02,24,24,,Left Side Center(LC),2002/11/15,GSW
4002,Jump Shot,33.9093,-102,135,-118.3718,11,4,0,Mar-02,40,16,1,Left Side Center(LC),2003/1/5,PHX
10098,Jump Shot,34.0453,-149,-1,-118.4188,2,4,0,Jun-05,0,14,0,Left Side(L),2006/3/14,SAC
27188,Jump Shot,33.8823,138,162,-118.1318,10,4,1,1999-00,12,21,0,Right Side Center(RC),2000/5/2,SAC
22561,Jump Shot,33.9673,0,77,-118.2698,4,2,0,Oct-09,6,7,0,Center(C),2010/2/26,PHI
22033,Turnaround Jump Shot,34.0323,164,12,-118.1058,1,2,0,May-04,4,16,0,Right Side(R),2005/3/24,DEN
5673,Jump Shot,33.7943,69,250,-118.2008,6,1,1,Mar-02,57,25,1,Center(C),2003/4/20,MIN
6218,Jump Shot,33.8703,-177,174,-118.4468,3,2,0,Jun-05,0,24,0,Left Side Center(LC),2006/1/19,SAC
27063,Layup Shot,34.0443,0,0,-118.2698,8,1,0,Jan-00,14,0,,Center(C),2000/12/1,SAS
17249,Layup Shot,34.0233,-18,21,-118.2878,0,2,0,Jan-00,7,2,0,Center(C),2000/12/6,GSW
19944,Jump Shot,33.8373,-84,207,-118.3538,0,1,0,Mar-02,0,22,0,Left Side Center(LC),2002/12/4,UTA
15472,Driving Layup Shot,34.0443,0,0,-118.2698,1,2,0,Mar-02,9,0,,Center(C),2002/11/15,GSW
5081,Jump Shot,33.8833,107,161,-118.1628,3,3,0,Aug-07,46,19,0,Right Side Center(RC),2008/3/28,MEM
15391,Jump Shot,33.8853,217,159,-118.0528,5,3,0,2014-15,54,26,1,Right Side Center(RC),2014/12/2,DET
25638,Driving Layup Shot,34.0443,0,0,-118.2698,9,2,0,1998-99,34,0,1,Center(C),1999/2/26,LAC
22128,Layup Shot,34.0443,0,0,-118.2698,2,2,1,Sep-08,49,0,0,Center(C),2009/4/27,UTA
22189,Jump Bank Shot,33.8733,-113,171,-118.3828,11,3,0,May-04,15,20,1,Left Side Center(LC),2004/12/11,LAC
11037,Jump Shot,33.7803,-4,264,-118.2738,3,4,0,Feb-01,6,26,0,Center(C),2002/3/10,NYK
11937,Jump Shot,33.8163,-79,228,-118.3488,6,2,0,2015-16,7,24,0,Left Side Center(LC),2016/1/28,CHI
1447,Turnaround Jump Shot,34.0103,141,34,-118.1288,5,1,0,Dec-11,39,14,1,Right Side(R),2012/3/20,HOU
29177,Driving Layup Shot,34.0443,0,0,-118.2698,4,3,0,1999-00,46,0,0,Center(C),1999/12/25,SAS
22188,Jump Shot,33.8003,113,244,-118.1568,10,2,0,1997-98,24,26,1,Right Side Center(RC),1998/1/14,DEN
9612,Jump Shot,33.9113,-136,133,-118.4058,6,4,0,Jul-06,34,19,0,Left Side Center(LC),2007/4/15,SEA
15857,Layup Shot,34.0443,0,0,-118.2698,4,4,0,1998-99,45,0,0,Center(C),1999/3/28,NYK
12129,Jump Shot,33.9193,117,125,-118.1528,3,4,1,Jan-00,57,17,0,Right Side Center(RC),2001/6/8,PHI
23157,Jump Shot,33.8913,-51,153,-118.3208,3,4,0,Mar-02,12,16,,Left Side Center(LC),2003/2/6,NYK
14380,Turnaround Fadeaway shot,33.9593,99,85,-118.1708,5,1,0,Dec-11,17,13,0,Right Side(R),2012/2/29,MIN
7310,Jump Shot,34.0043,-168,40,-118.4378,8,2,0,Feb-01,25,17,0,Left Side(L),2002/1/11,MIN
7035,Jump Shot,33.9473,-4,97,-118.2738,11,3,0,Jan-00,47,9,0,Center(C),2000/12/28,PHX
30486,Jump Shot,34.0143,73,30,-118.1968,2,2,0,Feb-01,31,7,1,Center(C),2001/12/26,GSW
2838,Floating Jump shot,33.9963,28,48,-118.2418,5,3,0,2012-13,7,5,1,Center(C),2012/12/11,CLE
30099,Jump Shot,34.0003,40,44,-118.2298,6,4,0,Dec-11,0,5,1,Center(C),2012/2/12,TOR
3219,Jump Shot,33.6383,36,406,-118.2338,0,1,0,May-04,0,40,0,Back Court(BC),2005/3/29,NYK
11325,Jump Shot,34.0633,194,-19,-118.0758,10,1,0,Apr-03,57,19,0,Right Side(R),2004/4/13,GSW
18167,Jump Shot,33.9603,163,84,-118.1068,1,3,0,Mar-02,15,18,0,Right Side(R),2002/11/20,SAS
23438,Jump Shot,33.9243,39,120,-118.2308,1,1,0,Aug-07,12,12,1,Center(C),2008/3/11,TOR
18973,Layup Shot,34.0443,0,0,-118.2698,4,3,1,Mar-02,33,0,0,Center(C),2003/4/24,MIN
23661,Jump Shot,34.0473,186,-3,-118.0838,3,2,0,Aug-07,45,18,0,Right Side(R),2007/12/2,ORL
27993,Jump Shot,33.9373,-140,107,-118.4098,2,2,0,Jul-06,37,17,,Left Side Center(LC),2007/4/6,SEA
4696,Jump Shot,33.9183,-24,126,-118.2938,4,2,0,2014-15,13,12,1,Center(C),2014/12/30,DEN
5242,Layup Shot,34.0193,-1,25,-118.2708,2,1,1,1998-99,12,2,0,Center(C),1999/5/19,SAS
11546,Turnaround Jump Shot,34.0403,-128,4,-118.3978,5,2,0,Dec-11,52,12,1,Left Side(L),2011/12/26,SAC
29970,Alley Oop Dunk Shot,34.0443,0,0,-118.2698,4,3,0,Aug-07,7,0,1,Center(C),2008/2/26,POR
